id,course,slide,image_index,title,record_type,image_path,year_creation,period_creation,author,production_place,region,style,material,historical_background_zh,historical_background_en,historical_background_sources,study_description,raw_slide_text
art_nouveau-s011-i01,Week 5: Art Nouveau,11,1,"Toulouse Lautrec, Jane Avril, lithograph",artwork,assets/art_nouveau/s002_i02.jpeg,1893,19th century (c. 1893),Toulouse Lautrec,Europe,Europe,Art Nouveau,Lithograph,新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：Europe。,"Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: Europe.",https://www.metmuseum.org/essays/art-nouveau,"材质：Lithograph。时期：19th century (c. 1893)。历史背景：新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：Europe。
Material: Lithograph. Period: 19th century (c. 1893). Historical background: Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: Europe.","Toulouse Lautrec, Jane Avril, lithograph, 1893 Alphonse Mucha , Medee . Color lithograph, 1898."
art_nouveau-s011-i02,Week 5: Art Nouveau,11,2,"Toulouse Lautrec, Jane Avril, lithograph",artwork,assets/art_nouveau/s011_i02.png,1893,19th century (c. 1893),Toulouse Lautrec,Europe,Europe,Art Nouveau,Lithograph,新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：Europe。,"Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: Europe.",https://www.metmuseum.org/essays/art-nouveau,"材质：Lithograph。时期：19th century (c. 1893)。历史背景：新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：Europe。
Material: Lithograph. Period: 19th century (c. 1893). Historical background: Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: Europe.","Toulouse Lautrec, Jane Avril, lithograph, 1893 Alphonse Mucha , Medee . Color lithograph, 1898."
art_nouveau-s012-i01,Week 5: Art Nouveau,12,1,"Henry van de Velde, Candelabra",artwork,assets/art_nouveau/s012_i01.jpeg,1898-1899,19th century (c. 1898-1899),Henry van de Velde,Europe,Europe,Art Nouveau,"Electroplated bronze, Bronze",新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 克里斯托弗·德雷瑟的金属器设计体现工业时代的专业设计观，将植物研究与几何抽象转化为可制造的现代形态。 风格语境：Art Nouveau。 地域语境：Europe。,"Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Christopher Dresser's metalwork exemplifies industrial-age design expertise, translating botanical study and abstract geometry into manufacturable modern forms. Style context: Art Nouveau. Regional context: Europe.",https://www.metmuseum.org/essays/art-nouveau | https://www.metmuseum.org/art/collection/search/823191 | https://www.metmuseum.org/art/collection/search/692623,"材质：Electroplated bronze, Bronze。时期：19th century (c. 1898-1899)。历史背景：新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 克里斯托弗·德雷瑟的金属器设计体现工业时代的专业设计观，将植物研究与几何抽象转化为可制造的现代形态。 风格语境：Art Nouveau。 地域语境：Europe。
Material: Electroplated bronze, Bronze. Period: 19th century (c. 1898-1899). Historical background: Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Christopher Dresser's metalwork exemplifies industrial-age design expertise, translating botanical study and abstract geometry into manufacturable modern forms. Style context: Art Nouveau. Regional context: Europe.","Henry van de Velde, Candelabra , 1898-99 Electroplated bronze"
art_nouveau-s013-i01,Week 5: Art Nouveau,13,1,"Victor Horta, Hotel Tassel",artwork,assets/art_nouveau/s002_i01.jpeg,1893,19th century (c. 1893),Brussels artist,Brussels,Belgium,Art Nouveau,Not stated in source slide.,新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：Belgium。,"Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: Belgium.",https://www.metmuseum.org/essays/art-nouveau,"材质：Not stated in source slide.。时期：19th century (c. 1893)。历史背景：新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：Belgium。
Material: Not stated in source slide.. Period: 19th century (c. 1893). Historical background: Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: Belgium.","Victor Horta, Hotel Tassel, 1893 – two views of first floor landing, Brussels, 1893"
art_nouveau-s013-i02,Week 5: Art Nouveau,13,2,"Victor Horta, Hotel Tassel",artwork,assets/art_nouveau/s013_i02.png,1893,19th century (c. 1893),Brussels artist,Brussels,Belgium,Art Nouveau,Not stated in source slide.,新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：Belgium。,"Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: Belgium.",https://www.metmuseum.org/essays/art-nouveau,"材质：Not stated in source slide.。时期：19th century (c. 1893)。历史背景：新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：Belgium。
Material: Not stated in source slide.. Period: 19th century (c. 1893). Historical background: Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: Belgium.","Victor Horta, Hotel Tassel, 1893 – two views of first floor landing, Brussels, 1893"
art_nouveau-s014-i01,Week 5: Art Nouveau,14,1,"Façade detail Horta, Brussels Hotel Tassel",artwork,assets/art_nouveau/s014_i01.jpeg,1893,19th century (c. 1893),Brussels artist,Brussels,Belgium,Art Nouveau,Not stated in source slide.,新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：Belgium。,"Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: Belgium.",https://www.metmuseum.org/essays/art-nouveau,"材质：Not stated in source slide.。时期：19th century (c. 1893)。历史背景：新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：Belgium。
Material: Not stated in source slide.. Period: 19th century (c. 1893). Historical background: Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: Belgium.","Façade detail Horta, Brussels Hotel Tassel, 1893"
art_nouveau-s015-i01,Week 5: Art Nouveau,15,1,"Hector Guimard , Doorway to Castel Beranger",artwork,assets/art_nouveau/s015_i01.jpeg,1894-1898,19th century (c. 1894-1898),Europe artist,Europe,Europe,Art Nouveau,Not stated in source slide.,新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：Europe。,"Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: Europe.",https://www.metmuseum.org/essays/art-nouveau,"材质：Not stated in source slide.。时期：19th century (c. 1894-1898)。历史背景：新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：Europe。
Material: Not stated in source slide.. Period: 19th century (c. 1894-1898). Historical background: Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: Europe.","Hector Guimard , Doorway to Castel Beranger , 1894-98 Guimard , Glass doorway Castel Beranger 1894-98 “Reject the flower; seize the stem”"
art_nouveau-s015-i02,Week 5: Art Nouveau,15,2,"Hector Guimard , Doorway to Castel Beranger",artwork,assets/art_nouveau/s015_i02.jpeg,1894-1898,19th century (c. 1894-1898),Europe artist,Europe,Europe,Art Nouveau,Not stated in source slide.,新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：Europe。,"Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: Europe.",https://www.metmuseum.org/essays/art-nouveau,"材质：Not stated in source slide.。时期：19th century (c. 1894-1898)。历史背景：新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：Europe。
Material: Not stated in source slide.. Period: 19th century (c. 1894-1898). Historical background: Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: Europe.","Hector Guimard , Doorway to Castel Beranger , 1894-98 Guimard , Glass doorway Castel Beranger 1894-98 “Reject the flower; seize the stem”"
art_nouveau-s016-i01,Week 5: Art Nouveau,16,1,"Hector Guimard , Banquette",reference,assets/art_nouveau/s016_i01.jpeg,1897,19th century (c. 1897),Europe artist,Europe,Europe,Art Nouveau,Not stated in source slide.,新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：Europe。,"Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: Europe.",https://www.metmuseum.org/essays/art-nouveau,"材质：Not stated in source slide.。时期：19th century (c. 1897)。历史背景：新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：Europe。
Material: Not stated in source slide.. Period: 19th century (c. 1897). Historical background: Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: Europe.","Hector Guimard , Banquette , c. 1897 Hector Guimard in his studio in Castel Beranger – not required"
art_nouveau-s016-i02,Week 5: Art Nouveau,16,2,"Hector Guimard , Banquette",reference,assets/art_nouveau/s016_i02.jpeg,1897,19th century (c. 1897),Europe artist,Europe,Europe,Art Nouveau,Not stated in source slide.,新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：Europe。,"Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: Europe.",https://www.metmuseum.org/essays/art-nouveau,"材质：Not stated in source slide.。时期：19th century (c. 1897)。历史背景：新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：Europe。
Material: Not stated in source slide.. Period: 19th century (c. 1897). Historical background: Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: Europe.","Hector Guimard , Banquette , c. 1897 Hector Guimard in his studio in Castel Beranger – not required"
art_nouveau-s017-i01,Week 5: Art Nouveau,17,1,Another image of Guimard’s smoking banquette with better color,artwork,assets/art_nouveau/s017_i01.jpeg,1897,19th century (c. 1897),Europe artist,Europe,Europe,Art Nouveau,Not stated in source slide.,新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：Europe。,"Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: Europe.",https://www.metmuseum.org/essays/art-nouveau,"材质：Not stated in source slide.。时期：19th century (c. 1897)。历史背景：新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：Europe。
Material: Not stated in source slide.. Period: 19th century (c. 1897). Historical background: Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: Europe.","Another image of Guimard’s smoking banquette with better color, c. 1897-8"
art_nouveau-s018-i01,Week 5: Art Nouveau,18,1,"Francois-Rupert Carabin, Chair Walnut",artwork,assets/art_nouveau/s018_i01.jpeg,1896,19th century (c. 1896),Francois-Rupert Carabin,Europe,Europe,Art Nouveau,Not stated in source slide.,属于19世纪末设计改革思潮的一部分，反对僵化历史主义，并重新思考装饰、工艺与现代生活。 风格语境：Art Nouveau。 地域语境：Europe。,"Part of late-19th-century reform movements that rejected rigid historicism and rethought ornament, craft, and modern life. Style context: Art Nouveau. Regional context: Europe.",,"材质：Not stated in source slide.。时期：19th century (c. 1896)。历史背景：属于19世纪末设计改革思潮的一部分，反对僵化历史主义，并重新思考装饰、工艺与现代生活。 风格语境：Art Nouveau。 地域语境：Europe。
Material: Not stated in source slide.. Period: 19th century (c. 1896). Historical background: Part of late-19th-century reform movements that rejected rigid historicism and rethought ornament, craft, and modern life. Style context: Art Nouveau. Regional context: Europe.","Francois-Rupert Carabin, Chair Walnut, 1896."
art_nouveau-s019-i01,Week 5: Art Nouveau,19,1,Emile Galle Vase (with bat motif,artwork,assets/art_nouveau/s002_i03.jpeg,1903,20th century (c. 1903),Europe artist,Europe,Europe,Art Nouveau,Not stated in source slide.,新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：Europe。,"Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: Europe.",https://www.metmuseum.org/essays/art-nouveau,"材质：Not stated in source slide.。时期：20th century (c. 1903)。历史背景：新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：Europe。
Material: Not stated in source slide.. Period: 20th century (c. 1903). Historical background: Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: Europe.","Emile Galle Vase (with bat motif), c. 1903-4. Wheel-cut and acid-etched glass, with applied cabochons over silver foil."
art_nouveau-s019-i02,Week 5: Art Nouveau,19,2,Emile Galle Vase (with bat motif,artwork,assets/art_nouveau/s019_i02.jpeg,1903,20th century (c. 1903),Europe artist,Europe,Europe,Art Nouveau,Not stated in source slide.,新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：Europe。,"Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: Europe.",https://www.metmuseum.org/essays/art-nouveau,"材质：Not stated in source slide.。时期：20th century (c. 1903)。历史背景：新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：Europe。
Material: Not stated in source slide.. Period: 20th century (c. 1903). Historical background: Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: Europe.","Emile Galle Vase (with bat motif), c. 1903-4. Wheel-cut and acid-etched glass, with applied cabochons over silver foil."
art_nouveau-s020-i01,Week 5: Art Nouveau,20,1,"Emile Galle, detail of Vase with bat motif",artwork,assets/art_nouveau/s020_i01.jpeg,1903,20th century (c. 1903),Emile Galle,Europe,Europe,Art Nouveau,Not stated in source slide.,新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：Europe。,"Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: Europe.",https://www.metmuseum.org/essays/art-nouveau,"材质：Not stated in source slide.。时期：20th century (c. 1903)。历史背景：新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：Europe。
Material: Not stated in source slide.. Period: 20th century (c. 1903). Historical background: Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: Europe.","Emile Galle, detail of Vase with bat motif, c.1903"
art_nouveau-s021-i01,Week 5: Art Nouveau,21,1,"Emile Galle, Dragonfly Vase",artwork,assets/art_nouveau/s021_i01.jpeg,1903,20th century (c. 1903),Emile Galle,Europe,Europe,Art Nouveau,Engraving,新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：Europe。,"Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: Europe.",https://www.metmuseum.org/essays/art-nouveau,"材质：Engraving。时期：20th century (c. 1903)。历史背景：新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：Europe。
Material: Engraving. Period: 20th century (c. 1903). Historical background: Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: Europe.","Emile Galle, Dragonfly Vase, 1903. Multi-layered glass, marbled and partly Hammered outer-surface, glass marquetry and wheel Engraving. Siegfried Bing publication, Le Japan Artistique"
art_nouveau-s021-i02,Week 5: Art Nouveau,21,2,"Emile Galle, Dragonfly Vase",artwork,assets/art_nouveau/s021_i02.png,1903,20th century (c. 1903),Emile Galle,Europe,Europe,Art Nouveau,Engraving,新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：Europe。,"Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: Europe.",https://www.metmuseum.org/essays/art-nouveau,"材质：Engraving。时期：20th century (c. 1903)。历史背景：新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：Europe。
Material: Engraving. Period: 20th century (c. 1903). Historical background: Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: Europe.","Emile Galle, Dragonfly Vase, 1903. Multi-layered glass, marbled and partly Hammered outer-surface, glass marquetry and wheel Engraving. Siegfried Bing publication, Le Japan Artistique"
art_nouveau-s022-i01,Week 5: Art Nouveau,22,1,"Japanese Fairy Tale Series. No. 13. The Silly Jelly-Fish Takejiro Hasegawa, Chamberlain, B. H.[translator] Illustrated b",artwork,assets/art_nouveau/s022_i01.jpeg,1887,19th century (c. 1887),Europe artist,Europe,Europe,Art Nouveau,Not stated in source slide.,属于19世纪末设计改革思潮的一部分，反对僵化历史主义，并重新思考装饰、工艺与现代生活。 风格语境：Art Nouveau。 地域语境：Europe。,"Part of late-19th-century reform movements that rejected rigid historicism and rethought ornament, craft, and modern life. Style context: Art Nouveau. Regional context: Europe.",,"材质：Not stated in source slide.。时期：19th century (c. 1887)。历史背景：属于19世纪末设计改革思潮的一部分，反对僵化历史主义，并重新思考装饰、工艺与现代生活。 风格语境：Art Nouveau。 地域语境：Europe。
Material: Not stated in source slide.. Period: 19th century (c. 1887). Historical background: Part of late-19th-century reform movements that rejected rigid historicism and rethought ornament, craft, and modern life. Style context: Art Nouveau. Regional context: Europe.","Japanese Fairy Tale Series. No. 13. The Silly Jelly-Fish Takejiro Hasegawa, Chamberlain, B. H.[translator] Illustrated by Gyokusho Kawabata The Silly Jelly-Fish Published by Kobunsha , 1887"
art_nouveau-s022-i02,Week 5: Art Nouveau,22,2,"Japanese Fairy Tale Series. No. 13. The Silly Jelly-Fish Takejiro Hasegawa, Chamberlain, B. H.[translator] Illustrated b",artwork,assets/art_nouveau/s022_i02.jpeg,1887,19th century (c. 1887),Europe artist,Europe,Europe,Art Nouveau,Not stated in source slide.,属于19世纪末设计改革思潮的一部分，反对僵化历史主义，并重新思考装饰、工艺与现代生活。 风格语境：Art Nouveau。 地域语境：Europe。,"Part of late-19th-century reform movements that rejected rigid historicism and rethought ornament, craft, and modern life. Style context: Art Nouveau. Regional context: Europe.",,"材质：Not stated in source slide.。时期：19th century (c. 1887)。历史背景：属于19世纪末设计改革思潮的一部分，反对僵化历史主义，并重新思考装饰、工艺与现代生活。 风格语境：Art Nouveau。 地域语境：Europe。
Material: Not stated in source slide.. Period: 19th century (c. 1887). Historical background: Part of late-19th-century reform movements that rejected rigid historicism and rethought ornament, craft, and modern life. Style context: Art Nouveau. Regional context: Europe.","Japanese Fairy Tale Series. No. 13. The Silly Jelly-Fish Takejiro Hasegawa, Chamberlain, B. H.[translator] Illustrated by Gyokusho Kawabata The Silly Jelly-Fish Published by Kobunsha , 1887"
art_nouveau-s022-i03,Week 5: Art Nouveau,22,3,"Japanese Fairy Tale Series. No. 13. The Silly Jelly-Fish Takejiro Hasegawa, Chamberlain, B. H.[translator] Illustrated b",artwork,assets/art_nouveau/s022_i03.jpeg,1887,19th century (c. 1887),Europe artist,Europe,Europe,Art Nouveau,Not stated in source slide.,属于19世纪末设计改革思潮的一部分，反对僵化历史主义，并重新思考装饰、工艺与现代生活。 风格语境：Art Nouveau。 地域语境：Europe。,"Part of late-19th-century reform movements that rejected rigid historicism and rethought ornament, craft, and modern life. Style context: Art Nouveau. Regional context: Europe.",,"材质：Not stated in source slide.。时期：19th century (c. 1887)。历史背景：属于19世纪末设计改革思潮的一部分，反对僵化历史主义，并重新思考装饰、工艺与现代生活。 风格语境：Art Nouveau。 地域语境：Europe。
Material: Not stated in source slide.. Period: 19th century (c. 1887). Historical background: Part of late-19th-century reform movements that rejected rigid historicism and rethought ornament, craft, and modern life. Style context: Art Nouveau. Regional context: Europe.","Japanese Fairy Tale Series. No. 13. The Silly Jelly-Fish Takejiro Hasegawa, Chamberlain, B. H.[translator] Illustrated by Gyokusho Kawabata The Silly Jelly-Fish Published by Kobunsha , 1887"
art_nouveau-s023-i01,Week 5: Art Nouveau,23,1,Bamboo Bowler Hat by Hayakawa Shōkōsai 1880s-90s,artwork,assets/art_nouveau/s023_i01.jpeg,1880,19th century (c. 1880),Europe artist,Europe,Europe,Art Nouveau,Not stated in source slide.,属于19世纪末设计改革思潮的一部分，反对僵化历史主义，并重新思考装饰、工艺与现代生活。 风格语境：Art Nouveau。 地域语境：Europe。,"Part of late-19th-century reform movements that rejected rigid historicism and rethought ornament, craft, and modern life. Style context: Art Nouveau. Regional context: Europe.",,"材质：Not stated in source slide.。时期：19th century (c. 1880)。历史背景：属于19世纪末设计改革思潮的一部分，反对僵化历史主义，并重新思考装饰、工艺与现代生活。 风格语境：Art Nouveau。 地域语境：Europe。
Material: Not stated in source slide.. Period: 19th century (c. 1880). Historical background: Part of late-19th-century reform movements that rejected rigid historicism and rethought ornament, craft, and modern life. Style context: Art Nouveau. Regional context: Europe.",Bamboo Bowler Hat by Hayakawa Shōkōsai 1880s-90s.
art_nouveau-s024-i01,Week 5: Art Nouveau,24,1,"Two views of Rene Binet, Porte Binet, Exposition Universelle Paris",artwork,assets/art_nouveau/s024_i01.jpeg,1900,19th century (c. 1900),Paris artist,Paris,France,Art Nouveau,Not stated in source slide.,属于19世纪末设计改革思潮的一部分，反对僵化历史主义，并重新思考装饰、工艺与现代生活。 风格语境：Art Nouveau。 地域语境：France。,"Part of late-19th-century reform movements that rejected rigid historicism and rethought ornament, craft, and modern life. Style context: Art Nouveau. Regional context: France.",,"材质：Not stated in source slide.。时期：19th century (c. 1900)。历史背景：属于19世纪末设计改革思潮的一部分，反对僵化历史主义，并重新思考装饰、工艺与现代生活。 风格语境：Art Nouveau。 地域语境：France。
Material: Not stated in source slide.. Period: 19th century (c. 1900). Historical background: Part of late-19th-century reform movements that rejected rigid historicism and rethought ornament, craft, and modern life. Style context: Art Nouveau. Regional context: France.","Two views of Rene Binet, Porte Binet, Exposition Universelle Paris, 1900"
art_nouveau-s024-i02,Week 5: Art Nouveau,24,2,"Two views of Rene Binet, Porte Binet, Exposition Universelle Paris",artwork,assets/art_nouveau/s024_i02.jpeg,1900,19th century (c. 1900),Paris artist,Paris,France,Art Nouveau,Not stated in source slide.,属于19世纪末设计改革思潮的一部分，反对僵化历史主义，并重新思考装饰、工艺与现代生活。 风格语境：Art Nouveau。 地域语境：France。,"Part of late-19th-century reform movements that rejected rigid historicism and rethought ornament, craft, and modern life. Style context: Art Nouveau. Regional context: France.",,"材质：Not stated in source slide.。时期：19th century (c. 1900)。历史背景：属于19世纪末设计改革思潮的一部分，反对僵化历史主义，并重新思考装饰、工艺与现代生活。 风格语境：Art Nouveau。 地域语境：France。
Material: Not stated in source slide.. Period: 19th century (c. 1900). Historical background: Part of late-19th-century reform movements that rejected rigid historicism and rethought ornament, craft, and modern life. Style context: Art Nouveau. Regional context: France.","Two views of Rene Binet, Porte Binet, Exposition Universelle Paris, 1900"
art_nouveau-s024-i03,Week 5: Art Nouveau,24,3,"Two views of Rene Binet, Porte Binet, Exposition Universelle Paris",artwork,assets/art_nouveau/s024_i03.jpeg,1900,19th century (c. 1900),Paris artist,Paris,France,Art Nouveau,Not stated in source slide.,属于19世纪末设计改革思潮的一部分，反对僵化历史主义，并重新思考装饰、工艺与现代生活。 风格语境：Art Nouveau。 地域语境：France。,"Part of late-19th-century reform movements that rejected rigid historicism and rethought ornament, craft, and modern life. Style context: Art Nouveau. Regional context: France.",,"材质：Not stated in source slide.。时期：19th century (c. 1900)。历史背景：属于19世纪末设计改革思潮的一部分，反对僵化历史主义，并重新思考装饰、工艺与现代生活。 风格语境：Art Nouveau。 地域语境：France。
Material: Not stated in source slide.. Period: 19th century (c. 1900). Historical background: Part of late-19th-century reform movements that rejected rigid historicism and rethought ornament, craft, and modern life. Style context: Art Nouveau. Regional context: France.","Two views of Rene Binet, Porte Binet, Exposition Universelle Paris, 1900"
