global_row_index,id,title,confirmed_year_expr,historical_background_zh,historical_background_en,sources,source_count,status,status_detail,notes
171,art_nouveau-s028-i01,Exhibit of American Negroes at the Paris Exposition “Exhibit of American Negroes at the Paris Exposition”,1900,该展品在课程中对应为“Exhibit of American Negroes at the Paris Exposition “Exhibit of American Negroes at the Paris Exposition””，材质为Not stated in source slide.，作品生产时期记作1900，并与Paris相关。该件作品主要在Art Nouveau语境下讨论，地域范围为France / United States。本次核对采用的核心来源之一为Library of Congress页面《Exhibit of the American negroes at the Paris exposition》，用于确认该件作品的对象层级信息与收藏/研究语境。,"Exhibit of American Negroes at the Paris Exposition “Exhibit of American Negroes at the Paris Exposition” is documented as a not stated in source slide. work in the 1900 period, associated with Paris. The object is studied in a Art Nouveau context within France / United States. A core verification source is Library of Congress (Exhibit of the American negroes at the Paris exposition). The page description supports object-specific identification and collection context.","[{""institution"": ""Library of Congress"", ""title"": ""Exhibit of the American negroes at the Paris exposition | Library of Congress"", ""url"": ""https://www.loc.gov/item/2001697152/"", ""tier"": 1, ""relevance"": 11, ""title_specific_relevance"": 8, ""author_relevance"": 3, ""meta_description"": ""1 photomechanical print : halftone. | Photograph of the African American exhibit at the Paris exposition."", ""http_status"": ""http_200""}]",1,updated,updated,verified from existing linked sources (1 preferred reachable source)
172,art_nouveau-s029-i01,"Louis Majorelle, Cabinet",1900,"该展品在课程中对应为“Louis Majorelle, Cabinet”，材质为Iron, Mahogany, Wood，作品生产时期记作1900，并与Europe相关。该件作品主要在Art Nouveau语境下讨论，地域范围为Europe。本次核对采用的核心来源之一为Cleveland Museum of Art页面《Cabinet》，用于确认该件作品的对象层级信息与收藏/研究语境。","Louis Majorelle, Cabinet is documented as a iron, mahogany, wood work in the 1900 period, associated with Europe. The object is studied in a Art Nouveau context within Europe. A core verification source is Cleveland Museum of Art (Cabinet). The page description supports object-specific identification and collection context.","[{""institution"": ""Cleveland Museum of Art"", ""title"": ""Cabinet | Cleveland Museum of Art"", ""url"": ""https://www.clevelandart.org/art/1976.53"", ""tier"": 1, ""relevance"": 7, ""title_specific_relevance"": 4, ""author_relevance"": 3, ""meta_description"": ""The Majorelle family operated a large furniture making business at Nancy in eastern France. There they produced distinguished furniture in the Art Nouveau style. That style is well illustrated in the curvilinear, abstract wood marquetry (an inlaid, veneered pattern) on the doors of this cabinet."", ""http_status"": ""http_200""}]",1,updated,updated,verified from existing linked sources (1 preferred reachable source)
177,art_nouveau-s031-i01,Loie Fuller,1896,该展品在课程中对应为“Loie Fuller”，材质为Not stated in source slide.，作品生产时期记作1896，并与Europe相关。该件作品主要在Art Nouveau语境下讨论，地域范围为Europe。本次核对采用的核心来源之一为The Metropolitan Museum of Art页面《Art Nouveau》，用于确认该件作品的对象层级信息与收藏/研究语境。,"Loie Fuller is documented as a not stated in source slide. work in the 1896 period, associated with Europe. The object is studied in a Art Nouveau context within Europe. A core verification source is The Metropolitan Museum of Art (Art Nouveau).","[{""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Art Nouveau - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/essays/art-nouveau"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""Wikipedia"", ""title"": ""Loie Fuller - Wikipedia"", ""url"": ""https://en.wikipedia.org/wiki/Loie_Fuller"", ""tier"": 9, ""relevance"": 6, ""title_specific_relevance"": 0, ""author_relevance"": 6, ""meta_description"": """", ""http_status"": ""http_200""}]",2,updated,updated,verified from existing linked sources (1 preferred reachable source)
178,art_nouveau-s032-i01,Charles Rennie Mackintosh The Glasgow School of Art (façade,1896–1909,该展品在课程中对应为“Charles Rennie Mackintosh The Glasgow School of Art (façade”，材质为Not stated in source slide.，作品生产时期记作1896–1909，并与Europe相关。该件作品主要在Art Nouveau语境下讨论，地域范围为Europe。本次核对采用的核心来源之一为The Metropolitan Museum of Art页面《Art Nouveau》，用于确认该件作品的对象层级信息与收藏/研究语境。,"Charles Rennie Mackintosh The Glasgow School of Art (façade is documented as a not stated in source slide. work in the 1896–1909 period, associated with Europe. The object is studied in a Art Nouveau context within Europe. A core verification source is The Metropolitan Museum of Art (Art Nouveau).","[{""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Art Nouveau - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/essays/art-nouveau"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""Wikipedia"", ""title"": ""Glasgow School of Art - Wikipedia"", ""url"": ""https://en.wikipedia.org/wiki/Glasgow_School_of_Art"", ""tier"": 9, ""relevance"": 4, ""title_specific_relevance"": 4, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}]",2,updated,updated,verified from existing linked sources (1 preferred reachable source)
180,art_nouveau-s033-i01,"Charles Rennie Mackintosh, The Glasgow School of Art (details",1896–1909,"该展品在课程中对应为“Charles Rennie Mackintosh, The Glasgow School of Art (details”，材质为Glass beads, Paint，作品生产时期记作1896–1909，并与Europe相关。该件作品主要在Art Nouveau语境下讨论，地域范围为Europe。本次核对采用的核心来源之一为The Metropolitan Museum of Art页面《Art Nouveau》，用于确认该件作品的对象层级信息与收藏/研究语境。","Charles Rennie Mackintosh, The Glasgow School of Art (details is documented as a glass beads, paint work in the 1896–1909 period, associated with Europe. The object is studied in a Art Nouveau context within Europe. A core verification source is The Metropolitan Museum of Art (Art Nouveau).","[{""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Art Nouveau - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/essays/art-nouveau"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""Wikipedia"", ""title"": ""Glasgow School of Art - Wikipedia"", ""url"": ""https://en.wikipedia.org/wiki/Glasgow_School_of_Art"", ""tier"": 9, ""relevance"": 4, ""title_specific_relevance"": 4, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}]",2,updated,updated,verified from existing linked sources (1 preferred reachable source)
182,art_nouveau-s034-i01,Mackintosh home from,1906–1914,该展品在课程中对应为“Mackintosh home from”，材质为Not stated in source slide.，作品生产时期记作1906–1914，并与Europe相关。该件作品主要在Art Nouveau语境下讨论，地域范围为Europe。本次核对采用的核心来源之一为University of Glasgow页面《University of Glasgow - The Hunterian - Visit - Our Venues - The Mackintosh House》，用于确认该件作品的对象层级信息与收藏/研究语境。,"Mackintosh home from is documented as a not stated in source slide. work in the 1906–1914 period, associated with Europe. The object is studied in a Art Nouveau context within Europe. A core verification source is University of Glasgow (University of Glasgow - The Hunterian - Visit - Our Venues - The Mackintosh House). The page description supports object-specific identification and collection context.","[{""institution"": ""University of Glasgow"", ""title"": ""University of Glasgow - The Hunterian - Visit - Our Venues - The Mackintosh House"", ""url"": ""https://www.gla.ac.uk/hunterian/visit/our-venues/mackintosh-house/"", ""tier"": 3, ""relevance"": 8, ""title_specific_relevance"": 8, ""author_relevance"": 0, ""meta_description"": ""The Mackintosh House is Charles Rennie Mackintosh"", ""http_status"": ""http_200""}]",1,updated,updated,verified from existing linked sources (1 preferred reachable source)
183,art_nouveau-s037-i01,"Charles Rennie Mackintosh, The Ladder Back Chair in Hill House",1904–1908,"该展品在课程中对应为“Charles Rennie Mackintosh, The Ladder Back Chair in Hill House”，材质为Not stated in source slide.，作品生产时期记作1904–1908，并与Europe相关。课程将其放在Art Nouveau语境中讨论，并与Charles Rennie Mackintosh的实践或归属信息相联系。本次核对采用的核心来源之一为The Metropolitan Museum of Art页面《Art Nouveau》，用于确认该件作品的对象层级信息与收藏/研究语境。","Charles Rennie Mackintosh, The Ladder Back Chair in Hill House is documented as a not stated in source slide. work in the 1904–1908 period, associated with Europe. The object is presented in the course under Charles Rennie Mackintosh, within a Art Nouveau context. A core verification source is The Metropolitan Museum of Art (Art Nouveau).","[{""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Art Nouveau - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/essays/art-nouveau"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""Wikipedia"", ""title"": ""Hill House, Helensburgh - Wikipedia"", ""url"": ""https://en.wikipedia.org/wiki/Hill_House,_Helensburgh"", ""tier"": 9, ""relevance"": 4, ""title_specific_relevance"": 4, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}]",2,updated,updated,verified from existing linked sources (1 preferred reachable source)
184,art_nouveau-s038-i01,Charles Rennie Mackintosh The Willow Tea Room in Glasgow,1903,该展品在课程中对应为“Charles Rennie Mackintosh The Willow Tea Room in Glasgow”，材质为Not stated in source slide.，作品生产时期记作1903，并与Europe相关。该件作品主要在Art Nouveau语境下讨论，地域范围为Europe。本次核对采用的核心来源之一为The Metropolitan Museum of Art页面《Art Nouveau》，用于确认该件作品的对象层级信息与收藏/研究语境。,"Charles Rennie Mackintosh The Willow Tea Room in Glasgow is documented as a not stated in source slide. work in the 1903 period, associated with Europe. The object is studied in a Art Nouveau context within Europe. A core verification source is The Metropolitan Museum of Art (Art Nouveau).","[{""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Art Nouveau - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/essays/art-nouveau"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""Wikipedia"", ""title"": ""Willow Tearooms - Wikipedia"", ""url"": ""https://en.wikipedia.org/wiki/Willow_Tea_Rooms"", ""tier"": 9, ""relevance"": 4, ""title_specific_relevance"": 4, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}]",2,updated,updated,verified from existing linked sources (1 preferred reachable source)
185,art_nouveau-s039-i01,//www.architectmagazine.com/design/the-palais-stoclet-seduces_o,1905–1911,该展品在课程中对应为“//www.architectmagazine.com/design/the-palais-stoclet-seduces_o”，材质为Not stated in source slide.，作品生产时期记作1905–1911，并与Vienna相关。该件作品主要在Art Nouveau语境下讨论，地域范围为Austria。本次核对采用的核心来源之一为The Metropolitan Museum of Art页面《Art Nouveau》，用于确认该件作品的对象层级信息与收藏/研究语境。,"//www.architectmagazine.com/design/the-palais-stoclet-seduces_o is documented as a not stated in source slide. work in the 1905–1911 period, associated with Vienna. The object is studied in a Art Nouveau context within Austria. A core verification source is The Metropolitan Museum of Art (Art Nouveau).","[{""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Art Nouveau - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/essays/art-nouveau"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""www.architectmagazine.com"", ""title"": ""The Palais Stoclet Seduces"", ""url"": ""https://www.architectmagazine.com/design/the-palais-stoclet-seduces_o"", ""tier"": 4, ""relevance"": 4, ""title_specific_relevance"": 4, ""author_relevance"": 0, ""meta_description"": ""Behind the gray façade is an amazingly crafted interior."", ""http_status"": ""http_200""}]",2,updated,updated,verified from existing linked sources (1 preferred reachable source)
186,art_nouveau-s040-i01,"“Better to work 10 days on one product than to manufacture 10 products in one day.” Wiener Werkstatte Josef Hoffmann, Te",1910,"该展品在课程中对应为““Better to work 10 days on one product than to manufacture 10 products in one day.” Wiener Werkstatte Josef Hoffmann, Te”，材质为Not stated in source slide.，作品生产时期记作1910，并与Vienna相关。课程将其放在African Art语境中讨论，并与Josef Hoffmann的实践或归属信息相联系。本次核对采用的核心来源之一为The Metropolitan Museum of Art页面《Art Nouveau》，用于确认该件作品的对象层级信息与收藏/研究语境。","“Better to work 10 days on one product than to manufacture 10 products in one day.” Wiener Werkstatte Josef Hoffmann, Te is documented as a not stated in source slide. work in the 1910 period, associated with Vienna. The object is presented in the course under Josef Hoffmann, within a African Art context. A core verification source is The Metropolitan Museum of Art (Art Nouveau).","[{""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Art Nouveau - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/essays/art-nouveau"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""Wikipedia"", ""title"": ""Josef Hoffmann - Wikipedia"", ""url"": ""https://en.wikipedia.org/wiki/Josef_Hoffmann"", ""tier"": 9, ""relevance"": 6, ""title_specific_relevance"": 0, ""author_relevance"": 6, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""Wikipedia"", ""title"": ""Wiener Werkstätte - Wikipedia"", ""url"": ""https://en.wikipedia.org/wiki/Wiener_Werkst%C3%A4tte"", ""tier"": 9, ""relevance"": 4, ""title_specific_relevance"": 4, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}]",3,updated,updated,verified from existing linked sources (1 preferred reachable source)
187,art_nouveau-s041-i01,A bedroom designed by Josef Hoffmann in Vienna in,1902,该展品在课程中对应为“A bedroom designed by Josef Hoffmann in Vienna in”，材质为Not stated in source slide.，作品生产时期记作1902，并与Vienna相关。该件作品主要在Art Nouveau语境下讨论，地域范围为Austria。本次核对采用的核心来源之一为The Metropolitan Museum of Art页面《Art Nouveau》，用于确认该件作品的对象层级信息与收藏/研究语境。,"A bedroom designed by Josef Hoffmann in Vienna in is documented as a not stated in source slide. work in the 1902 period, associated with Vienna. The object is studied in a Art Nouveau context within Austria. A core verification source is The Metropolitan Museum of Art (Art Nouveau).","[{""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Art Nouveau - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/essays/art-nouveau"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""Wikipedia"", ""title"": ""Josef Hoffmann - Wikipedia"", ""url"": ""https://en.wikipedia.org/wiki/Josef_Hoffmann"", ""tier"": 9, ""relevance"": 4, ""title_specific_relevance"": 4, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}]",2,updated,updated,verified from existing linked sources (1 preferred reachable source)
188,art_nouveau-s042-i01,"Adolf Loos, Lina and Adolf Loos’ bedroom",1903,"该展品在课程中对应为“Adolf Loos, Lina and Adolf Loos’ bedroom”，材质为Not stated in source slide.，作品生产时期记作1903，并与Europe相关。该件作品主要在Art Nouveau语境下讨论，地域范围为Europe。本次核对采用的核心来源之一为Wien Museum页面《Sabine Pollak über Adolf Loos》，用于确认该件作品的对象层级信息与收藏/研究语境。","Adolf Loos, Lina and Adolf Loos’ bedroom is documented as a not stated in source slide. work in the 1903 period, associated with Europe. The object is studied in a Art Nouveau context within Europe. A core verification source is Wien Museum (Sabine Pollak über Adolf Loos). The page description supports object-specific identification and collection context.","[{""institution"": ""Wien Museum"", ""title"": ""Sabine Pollak über Adolf Loos"", ""url"": ""https://magazin.wienmuseum.at/sabine-pollak-ueber-adolf-loos"", ""tier"": 1, ""relevance"": 10, ""title_specific_relevance"": 4, ""author_relevance"": 6, ""meta_description"": ""Die Architektin und Architekturtheoretikerin Sabine Pollak hat sich intensiv mit der Moderne aus Gender-Perspektive auseinandergesetzt. Zum 150. Geburtstag von Adolf Loos erläutert sie ihre Sicht auf die Aktualität von Loos, das berühmte Schlafzimmer für Lina Loos und die Inszenierung in der Architektur."", ""http_status"": ""http_200""}, {""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Art Nouveau - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/essays/art-nouveau"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""Wikipedia"", ""title"": ""Adolf Loos - Wikipedia"", ""url"": ""https://en.wikipedia.org/wiki/Adolf_Loos"", ""tier"": 9, ""relevance"": 6, ""title_specific_relevance"": 0, ""author_relevance"": 6, ""meta_description"": """", ""http_status"": ""http_200""}]",3,updated,updated,verified from existing linked sources (2 preferred reachable sources)
189,art_nouveau-s043-i01,"Josef Hoffmann, Kubus Club Chair",1910,"该展品在课程中对应为“Josef Hoffmann, Kubus Club Chair”，材质为Not stated in source slide.，作品生产时期记作1910，并与Europe相关。课程将其放在Industrial Design语境中讨论，并与Josef Hoffmann的实践或归属信息相联系。本次核对采用的核心来源之一为The Metropolitan Museum of Art页面《Art Nouveau》，用于确认该件作品的对象层级信息与收藏/研究语境。","Josef Hoffmann, Kubus Club Chair is documented as a not stated in source slide. work in the 1910 period, associated with Europe. The object is presented in the course under Josef Hoffmann, within a Industrial Design context. A core verification source is The Metropolitan Museum of Art (Art Nouveau).","[{""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Art Nouveau - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/essays/art-nouveau"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""Wittmann"", ""title"": ""Kubus Fauteuil/Sessel - Wittmann"", ""url"": ""https://www.wittmann.at/produkte/wohnen/sessel-fauteuils/kubus-fauteuil-sessel"", ""tier"": 4, ""relevance"": 4, ""title_specific_relevance"": 4, ""author_relevance"": 0, ""meta_description"": ""Ein klassisches Beispiel für die streng geometrische Linienführung und das Leitmotiv Quadrat ist der Fauteuil Kubus aus dem Jahr 1910."", ""http_status"": ""http_200""}, {""institution"": ""Wikipedia"", ""title"": ""Josef Hoffmann - Wikipedia"", ""url"": ""https://en.wikipedia.org/wiki/Josef_Hoffmann"", ""tier"": 9, ""relevance"": 6, ""title_specific_relevance"": 0, ""author_relevance"": 6, ""meta_description"": """", ""http_status"": ""http_200""}]",3,updated,updated,verified from existing linked sources (1 preferred reachable source)
